scenario_id,session_id,session_deal_id,mode,deal_count,max_days,policy,account_name,target,stage,segment,region,forecast_category,amount,outcome,ml_prob,agent_market_prob,consensus_market_prob,market_prob,fng_prob,oracle_shadow_prob,ml_right,agent_market_right,consensus_market_right,market_right,fng_right,ml_brier,agent_market_brier,consensus_market_brier,market_brier,fng_brier,oracle_shadow_brier,ml_log_loss,agent_market_log_loss,consensus_market_log_loss,market_log_loss,fng_log_loss,agent_market_move_from_ml,consensus_market_move_from_ml,human_consensus_delta,market_move_from_ml,fng_move_from_ml,per_deal_winner_brier,signal_layer_winner_brier,per_deal_winner_abs_error
scenario_0006,game_89e93b9f1d24e911,sd_1810d32051e84d56,silent,3,5,hold_ml,Vector Insurance 10044,legal_approved_by_date,Negotiation,Enterprise,Central,Commit,172000,0,0.499448,0.499448,0.499448,0.499448,0.499448,0.05,1,1,1,1,1,0.249448304704,0.249448304704,0.249448304704,0.249448304704,0.249448304704,0.0025000000000000005,0.6920437895197921,0.6920437895197921,0.6920437895197921,0.6920437895197921,0.6920437895197921,0,0,0,0,0,ml,ml,ml
scenario_0006,game_89e93b9f1d24e911,sd_204376ca6977cb16,silent,3,5,hold_ml,Cobalt BioSystems 10050,closed_above_threshold,Business Case,Commercial,West,Pipeline,153000,1,0.570176,0.570176,0.570176,0.570176,0.570176,0.95,1,1,1,1,1,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.0025000000000000044,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0,0,0,0,0,ml,ml,ml
scenario_0007,game_cda18c76b08996fb,sd_a480274adc1565b2,team,5,5,hold_ml,Vector Insurance 10044,legal_approved_by_date,Negotiation,Enterprise,Central,Commit,172000,0,0.499448,0.4751682007033195,0.4751682007033195,0.4751682007033195,0.499448,0.05,1,1,1,1,1,0.249448304704,0.22578481895963012,0.22578481895963012,0.22578481895963012,0.249448304704,0.0025000000000000005,0.6920437895197921,0.6446774500159216,0.6446774500159216,0.6446774500159216,0.6920437895197921,-0.024279799296680504,-0.024279799296680504,0,-0.024279799296680504,0,market,agentMarket,market
scenario_0007,game_cda18c76b08996fb,sd_15ec5b7cd8869241,team,5,5,hold_ml,Orion Logistics 10034,closed_above_threshold,Business Case,Strategic,EMEA,,1102000,0,0.468608,0.468608,0.468608,0.468608,0.468608,0.05,1,1,1,1,1,0.219593457664,0.219593457664,0.219593457664,0.219593457664,0.219593457664,0.0025000000000000005,0.6322553003425717,0.6322553003425717,0.6322553003425717,0.6322553003425717,0.6322553003425717,0,0,0,0,0,ml,ml,ml
scenario_0007,game_cda18c76b08996fb,sd_6a01bf0f5110a3d9,team,5,5,hold_ml,Cobalt BioSystems 10050,closed_above_threshold,Business Case,Commercial,West,Pipeline,153000,1,0.570176,0.570176,0.570176,0.570176,0.570176,0.95,1,1,1,1,1,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.0025000000000000044,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0,0,0,0,0,ml,ml,ml
scenario_0007,game_cda18c76b08996fb,sd_d49f95501a0bbac6,team,5,5,hold_ml,Northstar Systems 10041,slipped_to_next_quarter,Technical Validation,Commercial,East,Best Case,50000,1,0.486605,0.486605,0.486605,0.486605,0.486605,0.95,0,0,0,0,0,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.0025000000000000044,0.7203025733053171,0.7203025733053171,0.7203025733053171,0.7203025733053171,0.7203025733053171,0,0,0,0,0,ml,ml,ml
scenario_0007,game_cda18c76b08996fb,sd_bb6a98c7872fe259,team,5,5,hold_ml,Strata Retail 10002,slipped_to_next_quarter,Qualified,Commercial,West,Omitted,55000,1,0.475594,0.475594,0.475594,0.475594,0.475594,0.95,0,0,0,0,0,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.0025000000000000044,0.743190729888486,0.743190729888486,0.743190729888486,0.743190729888486,0.743190729888486,0,0,0,0,0,ml,ml,ml
scenario_0008,game_63f72894ab45fd6a,sd_e6e189e9347a2b52,focus,5,5,hold_ml,Vector Insurance 10044,legal_approved_by_date,Negotiation,Enterprise,Central,Commit,172000,0,0.499448,0.4751682007033195,0.4751682007033195,0.4751682007033195,0.499448,0.05,1,1,1,1,1,0.249448304704,0.22578481895963012,0.22578481895963012,0.22578481895963012,0.249448304704,0.0025000000000000005,0.6920437895197921,0.6446774500159216,0.6446774500159216,0.6446774500159216,0.6920437895197921,-0.024279799296680504,-0.024279799296680504,0,-0.024279799296680504,0,market,agentMarket,market
scenario_0008,game_63f72894ab45fd6a,sd_2fa48a52e6e5b327,focus,5,5,hold_ml,Orion Logistics 10034,closed_above_threshold,Business Case,Strategic,EMEA,,1102000,0,0.468608,0.468608,0.468608,0.468608,0.468608,0.05,1,1,1,1,1,0.219593457664,0.219593457664,0.219593457664,0.219593457664,0.219593457664,0.0025000000000000005,0.6322553003425717,0.6322553003425717,0.6322553003425717,0.6322553003425717,0.6322553003425717,0,0,0,0,0,ml,ml,ml
scenario_0008,game_63f72894ab45fd6a,sd_5b6c412330f5c8c0,focus,5,5,hold_ml,Cobalt BioSystems 10050,closed_above_threshold,Business Case,Commercial,West,Pipeline,153000,1,0.570176,0.570176,0.570176,0.570176,0.570176,0.95,1,1,1,1,1,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.0025000000000000044,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0,0,0,0,0,ml,ml,ml
scenario_0008,game_63f72894ab45fd6a,sd_9b9395a6e425a151,focus,5,5,hold_ml,Northstar Systems 10041,slipped_to_next_quarter,Technical Validation,Commercial,East,Best Case,50000,1,0.486605,0.486605,0.486605,0.486605,0.486605,0.95,0,0,0,0,0,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.0025000000000000044,0.7203025733053171,0.7203025733053171,0.7203025733053171,0.7203025733053171,0.7203025733053171,0,0,0,0,0,ml,ml,ml
scenario_0008,game_63f72894ab45fd6a,sd_21afa87c0ac27f22,focus,5,5,hold_ml,Strata Retail 10002,slipped_to_next_quarter,Qualified,Commercial,West,Omitted,55000,1,0.475594,0.475594,0.475594,0.475594,0.475594,0.95,0,0,0,0,0,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.0025000000000000044,0.743190729888486,0.743190729888486,0.743190729888486,0.743190729888486,0.743190729888486,0,0,0,0,0,ml,ml,ml
scenario_0009,game_b49ff1d0a3cdca1e,sd_cd4ecd2882d51622,silent,5,5,hold_ml,Orion Logistics 10034,closed_above_threshold,Business Case,Strategic,EMEA,,1102000,0,0.468608,0.5031976373556429,0.5031976373556429,0.5031976373556429,0.468608,0.05,1,0,0,0,1,0.219593457664,0.2532078622403011,0.2532078622403011,0.2532078622403011,0.219593457664,0.0025000000000000005,0.6322553003425717,0.69956299264882,0.69956299264882,0.69956299264882,0.6322553003425717,0.03458963735564291,0.03458963735564291,0,0.03458963735564291,0,ml,ml,ml
scenario_0009,game_b49ff1d0a3cdca1e,sd_a846dd18fcf631bd,silent,5,5,hold_ml,Northstar Systems 10041,slipped_to_next_quarter,Technical Validation,Commercial,East,Best Case,50000,1,0.486605,0.520023167511297,0.520023167511297,0.520023167511297,0.486605,0.95,0,1,1,1,0,0.26357442602500003,0.2303777597258885,0.2303777597258885,0.2303777597258885,0.26357442602500003,0.0025000000000000044,0.7203025733053171,0.653881915492775,0.653881915492775,0.653881915492775,0.7203025733053171,0.03341816751129695,0.03341816751129695,0,0.03341816751129695,0,market,agentMarket,market
scenario_0009,game_b49ff1d0a3cdca1e,sd_0cee86c6631857e5,silent,5,5,hold_ml,Vector Insurance 10044,legal_approved_by_date,Negotiation,Enterprise,Central,Commit,172000,0,0.499448,0.499448,0.499448,0.499448,0.499448,0.05,1,1,1,1,1,0.249448304704,0.249448304704,0.249448304704,0.249448304704,0.249448304704,0.0025000000000000005,0.6920437895197921,0.6920437895197921,0.6920437895197921,0.6920437895197921,0.6920437895197921,0,0,0,0,0,ml,ml,ml
scenario_0009,game_b49ff1d0a3cdca1e,sd_523a5cc34e0a914c,silent,5,5,hold_ml,Cobalt BioSystems 10050,closed_above_threshold,Business Case,Commercial,West,Pipeline,153000,1,0.570176,0.570176,0.570176,0.570176,0.570176,0.95,1,1,1,1,1,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.0025000000000000044,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0,0,0,0,0,ml,ml,ml
scenario_0009,game_b49ff1d0a3cdca1e,sd_e229d53173347fdf,silent,5,5,hold_ml,Strata Retail 10002,slipped_to_next_quarter,Qualified,Commercial,West,Omitted,55000,1,0.475594,0.475594,0.475594,0.475594,0.475594,0.95,0,0,0,0,0,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.0025000000000000044,0.743190729888486,0.743190729888486,0.743190729888486,0.743190729888486,0.743190729888486,0,0,0,0,0,ml,ml,ml
scenario_0010,game_075d07b11e15fc43,sd_ed1869b99257dd7a,team,10,5,hold_ml,Vector Insurance 10044,legal_approved_by_date,Negotiation,Enterprise,Central,Commit,172000,0,0.499448,0.4751682007033195,0.4751682007033195,0.4751682007033195,0.499448,0.05,1,1,1,1,1,0.249448304704,0.22578481895963012,0.22578481895963012,0.22578481895963012,0.249448304704,0.0025000000000000005,0.6920437895197921,0.6446774500159216,0.6446774500159216,0.6446774500159216,0.6920437895197921,-0.024279799296680504,-0.024279799296680504,0,-0.024279799296680504,0,market,agentMarket,market
scenario_0010,game_075d07b11e15fc43,sd_5f4b397f9107f9cc,team,10,5,hold_ml,Strata Retail 10002,slipped_to_next_quarter,Qualified,Commercial,West,Omitted,55000,1,0.475594,0.5190671131782275,0.49470234784106315,0.49470234784106315,0.475594,0.95,0,1,0,0,0,0.2750016528359999,0.23129644162672383,0.25532571727733394,0.25532571727733394,0.2750016528359999,0.0025000000000000044,0.743190729888486,0.6557220916942528,0.7037990147701201,0.7037990147701201,0.743190729888486,0.043473113178227496,0.019108347841063134,-0.024364765337164362,0.019108347841063134,0,market,agentMarket,market
scenario_0010,game_075d07b11e15fc43,sd_f717f2fd95867afc,team,10,5,hold_ml,Crescent BioSystems 10095,closed_above_threshold,Negotiation,Enterprise,West,Commit,221000,0,0.525058,0.5419089051544262,0.5419089051544262,0.5419089051544262,0.525058,0.05,0,0,0,0,0,0.275685903364,0.29366526148566896,0.29366526148566896,0.29366526148566896,0.275685903364,0.0025000000000000005,0.7445625876661084,0.7806872176026091,0.7806872176026091,0.7806872176026091,0.7445625876661084,0.01685090515442622,0.01685090515442622,0,0.01685090515442622,0,ml,ml,ml
scenario_0010,game_075d07b11e15fc43,sd_38f736d4de22ae1c,team,10,5,hold_ml,Orion Logistics 10034,closed_above_threshold,Business Case,Strategic,EMEA,,1102000,0,0.468608,0.507951690497956,0.4841086778558849,0.4841086778558849,0.468608,0.05,1,0,1,1,1,0.219593457664,0.25801491987973124,0.23436121197537294,0.23436121197537294,0.219593457664,0.0025000000000000005,0.6322553003425717,0.7091783772653509,0.6618591516830158,0.6618591516830158,0.6322553003425717,0.03934369049795594,0.015500677855884881,-0.02384301264207106,0.015500677855884881,0,ml,ml,ml
scenario_0010,game_075d07b11e15fc43,sd_d3cfe46883dbe75b,team,10,5,hold_ml,BluePeak Robotics 10066,slipped_to_next_quarter,Procurement,Enterprise,East,Commit,231000,0,0.428041,0.4286099038168454,0.4286099038168454,0.4286099038168454,0.428041,0.05,1,1,1,1,1,0.183219097681,0.18370644964988544,0.18370644964988544,0.18370644964988544,0.183219097681,0.0025000000000000005,0.5586879684930312,0.5596831218817814,0.5596831218817814,0.5596831218817814,0.5586879684930312,0.0005689038168453786,0.0005689038168453786,0,0.0005689038168453786,0,ml,ml,ml
scenario_0010,game_075d07b11e15fc43,sd_51f21ccdd65e8558,team,10,5,hold_ml,Helix Cloud 10069,closed_above_threshold,Negotiation,Enterprise,East,Commit,333000,0,0.461212,0.461212,0.461212,0.461212,0.461212,0.05,1,1,1,1,1,0.21271650894400002,0.21271650894400002,0.21271650894400002,0.21271650894400002,0.21271650894400002,0.0025000000000000005,0.6184331064088684,0.6184331064088684,0.6184331064088684,0.6184331064088684,0.6184331064088684,0,0,0,0,0,ml,ml,ml
scenario_0010,game_075d07b11e15fc43,sd_39967228fc766f03,team,10,5,hold_ml,Forge Robotics 10068,slipped_to_next_quarter,Negotiation,Enterprise,EMEA,Commit,451000,1,0.481561,0.481561,0.481561,0.481561,0.481561,0.95,0,0,0,0,0,0.268778996721,0.268778996721,0.268778996721,0.268778996721,0.268778996721,0.0025000000000000044,0.7307223683330335,0.7307223683330335,0.7307223683330335,0.7307223683330335,0.7307223683330335,0,0,0,0,0,ml,ml,ml
scenario_0010,game_075d07b11e15fc43,sd_9de8a938459721b3,team,10,5,hold_ml,Cobalt BioSystems 10050,closed_above_threshold,Business Case,Commercial,West,Pipeline,153000,1,0.570176,0.570176,0.570176,0.570176,0.570176,0.95,1,1,1,1,1,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.0025000000000000044,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0,0,0,0,0,ml,ml,ml
scenario_0010,game_075d07b11e15fc43,sd_2721eb373718c617,team,10,5,hold_ml,Northstar Systems 10041,slipped_to_next_quarter,Technical Validation,Commercial,East,Best Case,50000,1,0.486605,0.486605,0.486605,0.486605,0.486605,0.95,0,0,0,0,0,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.0025000000000000044,0.7203025733053171,0.7203025733053171,0.7203025733053171,0.7203025733053171,0.7203025733053171,0,0,0,0,0,ml,ml,ml
scenario_0010,game_075d07b11e15fc43,sd_ef43473ced0547a7,team,10,5,hold_ml,Harbor Logistics 10074,closed_above_threshold,Procurement,Public Sector,West,Pipeline,271000,0,0.496489,0.496489,0.496489,0.496489,0.496489,0.05,1,1,1,1,1,0.246501327121,0.246501327121,0.246501327121,0.246501327121,0.246501327121,0.0025000000000000005,0.6861497199916573,0.6861497199916573,0.6861497199916573,0.6861497199916573,0.6861497199916573,0,0,0,0,0,ml,ml,ml
scenario_0011,game_a9f659fdf547427c,sd_cb686eb96ab85f90,focus,10,5,hold_ml,Vector Insurance 10044,legal_approved_by_date,Negotiation,Enterprise,Central,Commit,172000,0,0.499448,0.4751682007033195,0.4751682007033195,0.4751682007033195,0.499448,0.05,1,1,1,1,1,0.249448304704,0.22578481895963012,0.22578481895963012,0.22578481895963012,0.249448304704,0.0025000000000000005,0.6920437895197921,0.6446774500159216,0.6446774500159216,0.6446774500159216,0.6920437895197921,-0.024279799296680504,-0.024279799296680504,0,-0.024279799296680504,0,market,agentMarket,market
scenario_0011,game_a9f659fdf547427c,sd_575c37fafacc9527,focus,10,5,hold_ml,Helix Cloud 10069,closed_above_threshold,Negotiation,Enterprise,East,Commit,333000,0,0.461212,0.461212,0.461212,0.461212,0.461212,0.05,1,1,1,1,1,0.21271650894400002,0.21271650894400002,0.21271650894400002,0.21271650894400002,0.21271650894400002,0.0025000000000000005,0.6184331064088684,0.6184331064088684,0.6184331064088684,0.6184331064088684,0.6184331064088684,0,0,0,0,0,ml,ml,ml
scenario_0011,game_a9f659fdf547427c,sd_09a36738893ed607,focus,10,5,hold_ml,Orion Logistics 10034,closed_above_threshold,Business Case,Strategic,EMEA,,1102000,0,0.468608,0.468608,0.468608,0.468608,0.468608,0.05,1,1,1,1,1,0.219593457664,0.219593457664,0.219593457664,0.219593457664,0.219593457664,0.0025000000000000005,0.6322553003425717,0.6322553003425717,0.6322553003425717,0.6322553003425717,0.6322553003425717,0,0,0,0,0,ml,ml,ml
scenario_0011,game_a9f659fdf547427c,sd_0bf66c95a645914b,focus,10,5,hold_ml,Forge Robotics 10068,slipped_to_next_quarter,Negotiation,Enterprise,EMEA,Commit,451000,1,0.481561,0.481561,0.481561,0.481561,0.481561,0.95,0,0,0,0,0,0.268778996721,0.268778996721,0.268778996721,0.268778996721,0.268778996721,0.0025000000000000044,0.7307223683330335,0.7307223683330335,0.7307223683330335,0.7307223683330335,0.7307223683330335,0,0,0,0,0,ml,ml,ml
scenario_0011,game_a9f659fdf547427c,sd_9d5b8aa3da65c591,focus,10,5,hold_ml,Cobalt BioSystems 10050,closed_above_threshold,Business Case,Commercial,West,Pipeline,153000,1,0.570176,0.570176,0.570176,0.570176,0.570176,0.95,1,1,1,1,1,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.18474867097599998,0.0025000000000000044,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0.5618101938839585,0,0,0,0,0,ml,ml,ml
scenario_0011,game_a9f659fdf547427c,sd_f63e6a1119957728,focus,10,5,hold_ml,Northstar Systems 10041,slipped_to_next_quarter,Technical Validation,Commercial,East,Best Case,50000,1,0.486605,0.486605,0.486605,0.486605,0.486605,0.95,0,0,0,0,0,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.26357442602500003,0.0025000000000000044,0.7203025733053171,0.7203025733053171,0.7203025733053171,0.7203025733053171,0.7203025733053171,0,0,0,0,0,ml,ml,ml
scenario_0011,game_a9f659fdf547427c,sd_9eb1f824a8087d44,focus,10,5,hold_ml,BluePeak Robotics 10066,slipped_to_next_quarter,Procurement,Enterprise,East,Commit,231000,0,0.428041,0.428041,0.428041,0.428041,0.428041,0.05,1,1,1,1,1,0.183219097681,0.183219097681,0.183219097681,0.183219097681,0.183219097681,0.0025000000000000005,0.5586879684930312,0.5586879684930312,0.5586879684930312,0.5586879684930312,0.5586879684930312,0,0,0,0,0,ml,ml,ml
scenario_0011,game_a9f659fdf547427c,sd_e7268a8df9d5a8cf,focus,10,5,hold_ml,Harbor Logistics 10074,closed_above_threshold,Procurement,Public Sector,West,Pipeline,271000,0,0.496489,0.496489,0.496489,0.496489,0.496489,0.05,1,1,1,1,1,0.246501327121,0.246501327121,0.246501327121,0.246501327121,0.246501327121,0.0025000000000000005,0.6861497199916573,0.6861497199916573,0.6861497199916573,0.6861497199916573,0.6861497199916573,0,0,0,0,0,ml,ml,ml
scenario_0011,game_a9f659fdf547427c,sd_2f786fc0dd17a60a,focus,10,5,hold_ml,Strata Retail 10002,slipped_to_next_quarter,Qualified,Commercial,West,Omitted,55000,1,0.475594,0.475594,0.475594,0.475594,0.475594,0.95,0,0,0,0,0,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.2750016528359999,0.0025000000000000044,0.743190729888486,0.743190729888486,0.743190729888486,0.743190729888486,0.743190729888486,0,0,0,0,0,ml,ml,ml
scenario_0011,game_a9f659fdf547427c,sd_1b5b8e89d64c605d,focus,10,5,hold_ml,Crescent BioSystems 10095,closed_above_threshold,Negotiation,Enterprise,West,Commit,221000,0,0.525058,0.525058,0.525058,0.525058,0.525058,0.05,0,0,0,0,0,0.275685903364,0.275685903364,0.275685903364,0.275685903364,0.275685903364,0.0025000000000000005,0.7445625876661084,0.7445625876661084,0.7445625876661084,0.7445625876661084,0.7445625876661084,0,0,0,0,0,ml,ml,ml
scenario_0012,game_3edbaafaf4d59850,sd_a51355ccc63f6e68,silent,10,5,hold_ml,Orion Logistics 10034,closed_above_threshold,Business Case,Strategic,EMEA,,1102000,0,0.468608,0.5031976373556429,0.5031976373556429,0.5031976373556429,0.468608,0.05,1,0,0,0,1,0.219593457664,0.2532078622403011,0.2532078622403011,0.2532078622403011,0.219593457664,0.0025000000000000005,0.6322553003425717,0.69956299264882,0.69956299264882,0.69956299264882,0.6322553003425717,0.03458963735564291,0.03458963735564291,0,0.03458963735564291,0,ml,ml,ml
scenario_0012,game_3edbaafaf4d59850,sd_ee1432931c73f5cc,silent,10,5,hold_ml,Northstar Systems 10041,slipped_to_next_quarter,Technical Validation,Commercial,East,Best Case,50000,1,0.486605,0.520023167511297,0.520023167511297,0.520023167511297,0.486605,0.95,0,1,1,1,0,0.26357442602500003,0.2303777597258885,0.2303777597258885,0.2303777597258885,0.26357442602500003,0.0025000000000000044,0.7203025733053171,0.653881915492775,0.653881915492775,0.653881915492775,0.7203025733053171,0.03341816751129695,0.03341816751129695,0,0.03341816751129695,0,market,agentMarket,market
scenario_0012,game_3edbaafaf4d59850,sd_8c392cc7df0a0d2c,silent,10,5,hold_ml,Helix Cloud 10069,closed_above_threshold,Negotiation,Enterprise,East,Commit,333000,0,0.461212,0.461212,0.461212,0.461212,0.461212,0.05,1,1,1,1,1,0.21271650894400002,0.21271650894400002,0.21271650894400002,0.21271650894400002,0.21271650894400002,0.0025000000000000005,0.6184331064088684,0.6184331064088684,0.6184331064088684,0.6184331064088684,0.6184331064088684,0,0,0,0,0,ml,ml,ml
scenario_0012,game_3edbaafaf4d59850,sd_a2ecada826b387a8,silent,10,5,hold_ml,Vector Insurance 10044,legal_approved_by_date,Negotiation,Enterprise,Central,Commit,172000,0,0.499448,0.499448,0.499448,0.499448,0.499448,0.05,1,1,1,1,1,0.249448304704,0.249448304704,0.249448304704,0.249448304704,0.249448304704,0.0025000000000000005,0.6920437895197921,0.6920437895197921,0.6920437895197921,0.6920437895197921,0.6920437895197921,0,0,0,0,0,ml,ml,ml
